Date,Open,High,Low,Close,Adj Close,Volume
2020-01-15,311.850006,315.500000,309.549988,311.339996,309.764313,30480900
2020-01-16,313.589996,315.700012,312.089996,315.239990,313.644562,27207300
2020-01-17,316.269989,318.739990,315.000000,318.730011,317.116943,34454100
2020-01-21,317.190002,319.019989,316.000000,316.570007,314.967865,27710800
2020-01-22,318.579987,319.989990,317.309998,317.700012,316.092163,25458100
2020-01-23,317.920013,319.559998,315.649994,319.230011,317.614410,26118000
2020-01-24,320.250000,323.329987,317.519989,318.309998,316.699036,36634400
2020-01-27,310.059998,311.769989,304.880005,308.950012,307.386414,40485000
2020-01-28,312.600006,318.399994,312.190002,317.690002,316.082184,40558500
2020-01-29,324.450012,327.850006,321.380005,324.339996,322.698517,54057300
2020-01-30,320.540009,324.089996,318.750000,323.869995,322.230896,31626200
2020-01-31,320.929993,322.679993,308.290009,309.510010,307.943604,49897100
2020-02-03,304.299988,313.489990,302.220001,308.660004,307.097900,43496400
2020-02-04,315.309998,319.640015,313.630005,318.850006,317.236298,34154100
2020-02-05,323.519989,324.760010,318.950012,321.450012,319.823181,29706700
2020-02-06,322.570007,325.220001,320.260010,325.209991,323.564117,26356400
2020-02-07,322.369995,323.399994,318.000000,320.029999,319.166016,29421000
2020-02-10,314.179993,321.549988,313.850006,321.549988,320.681915,27337200
2020-02-11,323.600006,323.899994,318.709991,319.609985,318.747131,23580800
2020-02-12,321.470001,327.220001,321.470001,327.200012,326.316681,28432600
2020-02-13,324.190002,326.220001,323.350006,324.869995,323.992950,23686900
2020-02-14,324.739990,325.980011,322.850006,324.950012,324.072754,20028400
2020-02-18,315.359985,319.750000,314.609985,319.000000,318.138794,38132800
2020-02-19,320.000000,324.570007,320.000000,323.619995,322.746338,23496000
2020-02-20,322.630005,324.649994,318.209991,320.299988,319.435272,25141500
2020-02-21,318.619995,320.450012,310.500000,313.049988,312.204865,32388500
2020-02-24,297.260010,304.179993,289.230011,298.179993,297.375000,55548800
2020-02-25,300.950012,302.529999,286.130005,288.079987,287.302277,57668400
2020-02-26,286.529999,297.880005,286.500000,292.649994,291.859924,49513700
2020-02-27,281.100006,286.000000,272.959991,273.519989,272.781586,79834500
2020-02-28,257.260010,278.410004,256.369995,273.359985,272.622009,106721200
2020-03-02,282.279999,301.440002,277.720001,298.809998,298.003296,85349300
2020-03-03,303.670013,304.000000,285.799988,289.320007,288.538940,79868900
2020-03-04,296.440002,303.399994,293.130005,302.739990,301.922699,54794600
2020-03-05,295.519989,299.549988,291.410004,292.920013,292.129211,46893200
2020-03-06,282.000000,290.820007,281.230011,289.029999,288.249725,56544200
2020-03-09,263.750000,278.089996,263.000000,266.170013,265.451447,71686200
2020-03-10,277.140015,286.440002,269.369995,285.339996,284.569672,71322500
2020-03-11,277.390015,281.220001,271.859985,275.429993,274.686432,63899700
2020-03-12,255.940002,270.000000,248.000000,248.229996,247.559860,104618500
2020-03-13,264.890015,279.920013,252.949997,277.970001,277.219574,92683000
2020-03-16,241.949997,259.079987,240.000000,242.210007,241.556122,80605900
2020-03-17,247.509995,257.609985,238.399994,252.860001,252.177368,81014000
2020-03-18,239.770004,250.000000,237.119995,246.669998,246.004074,75058400
2020-03-19,247.389999,252.839996,242.610001,244.779999,244.119171,67964300
2020-03-20,247.179993,251.830002,228.000000,229.240005,228.621140,100423300
2020-03-23,228.080002,228.500000,212.610001,224.369995,223.764267,84188200
2020-03-24,236.360001,247.690002,234.300003,246.880005,246.213516,71882800
2020-03-25,250.750000,258.250000,244.300003,245.520004,244.857178,75900500
2020-03-26,246.520004,258.679993,246.360001,258.440002,257.742310,63021800
2020-03-27,252.750000,255.869995,247.050003,247.740005,247.071182,51054200
2020-03-30,250.740005,255.520004,249.399994,254.809998,254.122101,41994100
2020-03-31,255.600006,262.489990,252.000000,254.289993,253.603500,49250500
2020-04-01,246.500000,248.720001,239.130005,240.910004,240.259628,44054600
2020-04-02,240.339996,245.149994,236.899994,244.929993,244.268768,41483500
2020-04-03,242.800003,245.699997,238.970001,241.410004,240.758270,32470000
2020-04-06,250.899994,263.109985,249.380005,262.470001,261.761414,50455100
2020-04-07,270.799988,271.700012,259.000000,259.429993,258.729614,50721800
2020-04-08,262.739990,267.369995,261.230011,266.070007,265.351715,42223800
2020-04-09,268.700012,270.070007,264.700012,267.989990,267.266510,40529100
2020-04-13,268.309998,273.700012,265.829987,273.250000,272.512329,32755700
2020-04-14,280.000000,288.250000,278.049988,287.049988,286.275055,48748700
2020-04-15,282.399994,286.329987,280.630005,284.429993,283.662140,32788600
2020-04-16,287.380005,288.200012,282.350006,286.690002,285.916046,39281300
2020-04-17,284.690002,286.950012,276.859985,282.799988,282.036530,53812500
2020-04-20,277.950012,281.679993,276.850006,276.929993,276.182373,32503800
2020-04-21,276.279999,277.250000,265.429993,268.369995,267.645477,45247900
2020-04-22,273.609985,277.899994,272.200012,276.100006,275.354614,29264300
2020-04-23,275.869995,281.750000,274.869995,275.029999,274.287506,31203600
2020-04-24,277.200012,283.010010,277.000000,282.970001,282.206085,31627200
2020-04-27,281.799988,284.540009,279.950012,283.170013,282.405548,29271900
2020-04-28,285.079987,285.829987,278.200012,278.579987,277.827911,28001200
2020-04-29,284.730011,289.670013,283.890015,287.730011,286.953247,34320200
2020-04-30,289.959991,294.529999,288.350006,293.799988,293.006836,45457600
2020-05-01,286.250000,299.000000,285.850006,289.070007,288.289612,60154200
2020-05-04,289.170013,293.690002,286.320007,293.160004,292.368561,33392000
2020-05-05,295.059998,301.000000,294.459991,297.559998,296.756683,36937800
2020-05-06,300.459991,303.239990,298.869995,300.630005,299.818390,35583400
2020-05-07,303.220001,305.170013,301.970001,303.739990,302.919983,28803800
2020-05-08,305.640015,310.350006,304.290009,310.130005,310.130005,33512000
2020-05-11,308.100006,317.049988,307.239990,315.010010,315.010010,36486600
2020-05-12,317.829987,319.690002,310.910004,311.410004,311.410004,40575300
2020-05-13,312.149994,315.950012,303.209991,307.649994,307.649994,50155600
2020-05-14,304.510010,309.790009,301.529999,309.540009,309.540009,39732300
2020-05-15,300.350006,307.899994,300.209991,307.709991,307.709991,41587100
2020-05-18,313.170013,316.500000,310.320007,314.959991,314.959991,33843100
2020-05-19,315.029999,318.519989,313.010010,313.140015,313.140015,25432400
2020-05-20,316.679993,319.519989,316.519989,319.230011,319.230011,27876200
2020-05-21,318.660004,320.890015,315.869995,316.850006,316.850006,25672200
2020-05-22,315.769989,319.230011,315.350006,318.890015,318.890015,20450800
2020-05-26,323.500000,324.239990,316.500000,316.730011,316.730011,31380500
2020-05-27,316.140015,318.709991,313.089996,318.109985,318.109985,28236300
2020-05-28,316.769989,323.440002,315.630005,318.250000,318.250000,33390200
2020-05-29,319.250000,321.149994,316.470001,317.940002,317.940002,38399500
2020-06-01,317.750000,322.350006,317.209991,321.850006,321.850006,20197800
2020-06-02,320.750000,323.440002,318.929993,323.339996,323.339996,21910700
2020-06-03,324.660004,326.200012,322.299988,325.119995,325.119995,26122800
2020-06-04,324.390015,325.619995,320.779999,322.320007,322.320007,21890100
2020-06-05,323.350006,331.750000,323.230011,331.500000,331.500000,34312600
2020-06-08,330.250000,333.600006,327.320007,333.459991,333.459991,23913600
2020-06-09,332.140015,345.609985,332.010010,343.989990,343.989990,36928100
2020-06-10,347.899994,354.769989,346.089996,352.839996,352.839996,41662900
2020-06-11,349.309998,351.059998,335.480011,335.899994,335.899994,50415600
2020-06-12,344.720001,347.799988,334.220001,338.799988,338.799988,50001500
2020-06-15,333.250000,345.679993,332.579987,342.989990,342.989990,34702200
2020-06-16,351.459991,353.200012,344.720001,352.079987,352.079987,41357200
2020-06-17,355.149994,355.399994,351.089996,351.589996,351.589996,28532000
2020-06-18,351.410004,353.450012,349.220001,351.730011,351.730011,24205100
2020-06-19,354.640015,356.559998,345.149994,349.720001,349.720001,66119000
2020-06-22,351.339996,359.459991,351.149994,358.869995,358.869995,33861300
2020-06-23,364.000000,372.380005,362.269989,366.529999,366.529999,53038900
2020-06-24,365.000000,368.790009,358.519989,360.059998,360.059998,48155800
2020-06-25,360.700012,365.000000,357.570007,364.839996,364.839996,34380600
2020-06-26,364.410004,365.320007,353.019989,353.630005,353.630005,51314200
2020-06-29,353.250000,362.170013,351.279999,361.779999,361.779999,32661500
2020-06-30,360.079987,365.980011,360.000000,364.799988,364.799988,35055800
